"batsman","pacespin","format","batting_team","year","matches","runs","balls","wickets","fours","sixes","sr","bpw","nbsr"
"Ahmed Hassan","ALL","ALL","ALL",9999,9,126,176,9,9,2,71.6,19.6,47.3
"Ahmed Raza","ALL","ALL","ALL",9999,15,114,134,8,2,5,85.1,16.8,59.8
"Ahmed Safi Abdullah","ALL","ALL","ALL",9999,2,9,13,0,1,0,69.2,999,41.7
"Ahmed Shehzad","ALL","ALL","ALL",9999,68,1675,1430,66,171,43,117.1,21.7,60.3
"Ahmed Wardak","ALL","ALL","ALL",9999,2,7,6,1,1,0,116.7,6,60
"Ahsan Abbasi","ALL","ALL","ALL",9999,5,63,70,5,7,0,90,14,55.6
"Ahsan Ali","ALL","ALL","ALL",9999,12,231,195,12,21,7,118.5,16.2,62.9
"Ahsan Khan","ALL","ALL","ALL",9999,1,1,1,1,0,0,100,1,100
"Ahsan Malik","ALL","ALL","ALL",9999,2,15,13,1,0,1,115.4,13,75
"AHT Donald","ALL","ALL","ALL",9999,47,890,644,44,101,25,138.2,14.6,64.9
"AI Ross","ALL","ALL","ALL",9999,50,1121,910,38,77,36,123.2,23.9,74.9
"Ainool Hafizs","ALL","ALL","ALL",9999,4,52,52,4,4,1,100,13,63.8
"Ainool Haqqiem","ALL","ALL","ALL",9999,2,20,20,1,1,0,100,20,84.2
"Aizaz Khan","ALL","ALL","ALL",9999,24,262,247,21,19,3,106.1,11.8,74.7
"AJ Ayannaike","ALL","ALL","ALL",9999,12,85,109,12,5,3,78,9.1,46.5
"AJ Blake","ALL","ALL","ALL",9999,60,922,703,48,62,40,131.2,14.6,72.2
"AJ Doolan","ALL","ALL","ALL",9999,13,260,230,11,28,4,113,20.9,62.6
"AJ Finch","ALL","ALL","ALL",9999,193,5999,4095,173,563,262,146.5,23.7,66.5
"AJ Hickey","ALL","ALL","ALL",9999,3,25,25,3,4,0,100,8.3,42.9
"AJ Hodd","ALL","ALL","ALL",9999,4,5,11,3,0,0,45.5,3.7,45.5
"AJ Hose","ALL","ALL","ALL",9999,57,1428,976,53,142,63,146.3,18.4,62.5
"AJ Hosein","ALL","ALL","ALL",9999,19,172,155,10,6,10,111,15.5,63.3
"AJ Mellor","ALL","ALL","ALL",9999,5,20,26,3,0,0,76.9,8.7,76.9
"AJ Michael","ALL","ALL","ALL",9999,4,94,124,4,5,1,75.8,31,57.6
"AJ Nair","ALL","ALL","ALL",9999,22,238,202,12,14,7,117.8,16.8,77.3
"AJ Staal","ALL","ALL","ALL",9999,10,107,75,7,7,7,142.7,10.7,60.7
"AJ Turner","ALL","ALL","ALL",9999,71,1187,899,55,75,51,132,16.3,75.2
"AJ Tye","ALL","ALL","ALL",9999,55,406,322,35,26,20,126.1,9.2,65.9
"AJA Wheater","ALL","ALL","ALL",9999,55,1058,808,52,112,22,130.9,15.5,70.9
"Ajaz Patel","ALL","ALL","ALL",9999,1,2,14,0,0,0,14.3,999,14.3
"AK Kitchen","ALL","ALL","ALL",9999,4,38,33,3,3,1,115.2,11,69
"AK Markram","ALL","ALL","ALL",9999,24,734,519,20,57,32,141.4,26,73
"AK Mohan","ALL","ALL","ALL",9999,6,108,112,5,8,5,96.4,22.4,46.5
"AK Muslar","ALL","ALL","ALL",9999,7,52,92,6,7,1,56.5,15.3,21.4
"AK Perera","ALL","ALL","ALL",9999,4,55,57,4,5,1,96.5,14.2,56.9
"AK Sah","ALL","ALL","ALL",9999,5,64,51,5,8,2,125.5,10.2,48.8
"Akbar-ur-Rehman","ALL","ALL","ALL",9999,3,15,19,3,1,0,78.9,6.3,61.1
"Akif Javed","ALL","ALL","ALL",9999,2,0,3,0,0,0,0,999,0
"Al-Amin Hossain","ALL","ALL","ALL",9999,1,0,2,1,0,0,0,2,0
"AL Davies","ALL","ALL","ALL",9999,51,1419,1121,43,151,32,126.6,26.1,66.4
"AL Fekete","ALL","ALL","ALL",9999,2,2,8,1,0,0,25,8,25
"AL Hughes","ALL","ALL","ALL",9999,44,595,489,32,49,15,121.7,15.3,72.7
"AL Kerai","ALL","ALL","ALL",9999,7,53,89,6,2,1,59.6,14.8,45.3
"AL Phehlukwayo","ALL","ALL","ALL",9999,20,127,112,14,13,4,113.4,8,53.7
"AL Stephen","ALL","ALL","ALL",9999,2,2,4,1,0,0,50,4,50
"Ali Ivan","ALL","ALL","ALL",9999,1,11,39,1,0,0,28.2,39,28.2
"Ali Khan","ALL","ALL","ALL",9999,6,21,23,4,2,1,91.3,5.8,35
"Ali Masood","ALL","ALL","ALL",9999,5,80,81,5,10,2,98.8,16.2,40.6
"Ali Mohammadipour","ALL","ALL","ALL",9999,1,19,13,1,4,0,146.2,13,33.3
"Ali Nayyer","ALL","ALL","ALL",9999,3,43,37,2,3,3,116.2,18.5,41.9
"Ali Raza","ALL","ALL","ALL",9999,2,19,16,0,1,1,118.8,999,64.3
"Ali Shafiq","ALL","ALL","ALL",9999,1,0,1,1,0,0,0,1,0
"Ali Waqar","ALL","ALL","ALL",9999,3,23,30,3,2,0,76.7,10,53.6
"Ali Yalmaz","ALL","ALL","ALL",9999,3,4,7,2,0,0,57.1,3.5,57.1
"Ali Zaheer","ALL","ALL","ALL",9999,6,82,101,6,1,2,81.2,16.8,67.3
"Altaf Gill","ALL","ALL","ALL",9999,4,24,36,3,0,1,66.7,12,51.4
"AM Ali","ALL","ALL","ALL",9999,14,167,157,12,7,3,106.4,13.1,82.3
"AM Hardie","ALL","ALL","ALL",9999,9,105,95,7,6,3,110.5,13.6,73.3
"AM Killey","ALL","ALL","ALL",9999,1,9,11,1,1,0,81.8,11,50
"AM Lilley","ALL","ALL","ALL",9999,61,1277,841,58,121,58,151.8,14.5,67.2
"AM McCarthy","ALL","ALL","ALL",9999,22,348,299,19,22,18,116.4,15.7,58.7
"AM Oyede","ALL","ALL","ALL",9999,7,46,78,7,2,0,59,11.1,50
"AM Phangiso","ALL","ALL","ALL",9999,2,17,25,2,1,0,68,12.5,54.2
"AM Rahane","ALL","ALL","ALL",9999,73,1848,1508,65,194,34,122.5,23.2,67.8
"AM Rossington","ALL","ALL","ALL",9999,52,1156,819,50,141,35,141.1,16.4,59.4
"AM Tribe","ALL","ALL","ALL",9999,4,32,37,4,2,0,86.5,9.2,68.6
"Amad Butt","ALL","ALL","ALL",9999,11,110,74,7,7,8,148.6,10.6,57.6
"Amandeep Singh","ALL","ALL","ALL",9999,2,26,8,1,0,3,325,8,160
"Amar Naeem","ALL","ALL","ALL",9999,1,31,25,0,3,0,124,999,86.4
"Amar Sharma","ALL","ALL","ALL",9999,6,58,89,5,2,0,65.2,17.8,57.5
"Ameel Mauroof","ALL","ALL","ALL",9999,7,27,63,3,1,0,42.9,21,37.1
"Ameer Saiyed","ALL","ALL","ALL",9999,3,39,48,3,4,0,81.2,16,52.3
"Aminuddin Ramly","ALL","ALL","ALL",9999,19,249,167,15,11,19,149.1,11.1,66.4
"Aminul Islam Biplob","ALL","ALL","ALL",9999,3,22,18,1,4,0,122.2,18,42.9
"Amir Ali","ALL","ALL","ALL",9999,5,71,41,3,10,2,173.2,13.7,65.5
"Amir Hamza","ALL","ALL","ALL",9999,5,35,32,3,3,1,109.4,10.7,60.7
"Amir Hayat","ALL","ALL","ALL",9999,3,3,7,3,0,0,42.9,2.3,42.9
"Amir Mangal","ALL","ALL","ALL",9999,6,56,39,4,3,3,143.6,9.8,78.8
"Amir Sharif","ALL","ALL","ALL",9999,3,28,27,2,1,1,103.7,13.5,72
"Amir Zaib","ALL","ALL","ALL",9999,2,63,35,2,9,1,180,17.5,84
"Amjad Gul","ALL","ALL","ALL",9999,2,4,9,2,0,0,44.4,4.5,44.4
"Amjad Javed","ALL","ALL","ALL",9999,13,219,187,10,11,15,117.1,18.7,52.8
"Amjad Mahboob","ALL","ALL","ALL",9999,8,9,18,5,0,1,50,3.6,17.6
"Amjad Sher","ALL","ALL","ALL",9999,4,90,45,3,6,5,200,15,105.9
"Ammad Uddin","ALL","ALL","ALL",9999,5,60,38,3,5,4,157.9,12.7,55.2
"Ammar Zahir","ALL","ALL","ALL",9999,2,21,21,1,0,2,100,21,47.4
"Amoluk Singh","ALL","ALL","ALL",9999,9,244,204,7,36,5,119.6,29.1,42.9
"AN Hyobeom","ALL","ALL","ALL",9999,1,0,2,1,0,0,0,2,0
"AN Kervezee","ALL","ALL","ALL",9999,9,122,113,8,11,0,108,14.1,76.5
"AN Petersen","ALL","ALL","ALL",9999,12,455,324,10,32,13,140.4,32.4,89.2
"Anam Mollik","ALL","ALL","ALL",9999,3,32,38,3,4,0,84.2,12.7,47.1
"Anamul Haque","ALL","ALL","ALL",9999,1,3,9,1,0,0,33.3,9,33.3
"Anasim Khan","ALL","ALL","ALL",9999,4,38,28,3,4,2,135.7,9.3,45.5
"Andre Jarju","ALL","ALL","ALL",9999,2,12,21,2,2,0,57.1,10.5,21.1
"Andrey Lilov","ALL","ALL","ALL",9999,1,0,2,1,0,0,0,2,0
"Anique Uddin","ALL","ALL","ALL",9999,11,122,156,11,8,1,78.2,14.2,57.1
"Anjar Tadarus","ALL","ALL","ALL",9999,4,59,44,4,7,2,134.1,11,54.3
"Ankit Sharma","ALL","ALL","ALL",9999,2,28,18,1,2,1,155.6,18,93.3
"Ankit Soni","ALL","ALL","ALL",9999,3,7,9,2,0,1,77.8,4.5,12.5
"Anmolpreet Singh","ALL","ALL","ALL",9999,1,16,14,1,2,1,114.3,14,18.2
"Anowarul Islam","ALL","ALL","ALL",9999,4,15,20,4,1,1,75,5,27.8
"Ansar Iqbal","ALL","ALL","ALL",9999,6,104,105,5,13,1,99,21,50.5
"Anser Mehmood","ALL","ALL","ALL",9999,3,70,63,2,4,3,111.1,31.5,64.3
"Ansh Tandon","ALL","ALL","ALL",9999,1,14,9,1,3,0,155.6,9,33.3
"Anshuman Rath","ALL","ALL","ALL",9999,12,232,217,10,21,1,106.9,21.7,72.8
"Anuj Dal","ALL","ALL","ALL",9999,15,159,130,10,12,3,122.3,13,80.9
"Anuj Rawat","ALL","ALL","ALL",9999,1,0,1,1,0,0,0,1,0
"Anureet Singh","ALL","ALL","ALL",9999,2,18,16,1,2,0,112.5,16,71.4
"Anwar Ali","ALL","ALL","ALL",9999,28,243,176,18,15,13,138.1,9.8,70.9
"Anwar Arudin","ALL","ALL","ALL",9999,24,252,238,23,25,11,105.9,10.3,42.6
"Anwar Rahman","ALL","ALL","ALL",9999,9,16,37,5,0,0,43.2,7.4,43.2
"AO Morgan","ALL","ALL","ALL",9999,7,59,64,6,4,3,92.2,10.7,43.9
"AP Beard","ALL","ALL","ALL",9999,3,26,17,2,3,1,152.9,8.5,61.5
"AP Devcich","ALL","ALL","ALL",9999,28,546,431,27,55,18,126.7,16,60.9
"AP Tare","ALL","ALL","ALL",9999,5,26,38,5,4,0,68.4,7.6,29.4
"Aphsal Ashraf","ALL","ALL","ALL",9999,2,49,25,1,1,5,196,25,78.9
"Apon Mustafizur","ALL","ALL","ALL",9999,2,0,9,2,0,0,0,4.5,0
"Aqib Ilyas","ALL","ALL","ALL",9999,19,453,392,15,50,10,115.6,26.1,58.1
"Aqib Iqbal","ALL","ALL","ALL",9999,1,9,13,1,0,0,69.2,13,69.2
"AR Bawne","ALL","ALL","ALL",9999,1,12,12,0,1,0,100,999,72.7
"AR Berenger","ALL","ALL","ALL",9999,3,33,27,3,4,1,122.2,9,50
"AR Gandhi","ALL","ALL","ALL",9999,3,86,98,2,5,1,87.8,49,65.2
"AR McBrine","ALL","ALL","ALL",9999,13,92,90,7,8,1,102.2,12.9,66.7
"AR Nedd","ALL","ALL","ALL",9999,2,3,6,1,0,0,50,6,50
"AR Nurse","ALL","ALL","ALL",9999,39,453,382,20,28,24,118.6,19.1,59.7
"AR Patel","ALL","ALL","ALL",9999,63,735,553,42,39,38,132.9,13.2,73.7
"AR Patwa","ALL","ALL","ALL",9999,5,134,89,5,17,7,150.6,17.8,36.9
"ARA Chambers","ALL","ALL","ALL",9999,4,68,55,2,10,0,123.6,27.5,62.2
"Arafat Sunny","ALL","ALL","ALL",9999,2,18,9,1,2,1,200,9,66.7
"Ariful Haque","ALL","ALL","ALL",9999,8,57,60,4,4,0,95,15,73.2
"Aritra Dutta","ALL","ALL","ALL",9999,13,202,182,13,21,6,111,14,52.9
"Arjun Vinod","ALL","ALL","ALL",9999,3,84,55,2,6,4,152.7,27.5,80
"Arsalan Ahmed","ALL","ALL","ALL",9999,3,35,27,3,7,0,129.6,9,35
"Arshad Hayat","ALL","ALL","ALL",9999,1,2,1,0,0,0,200,999,200
"Arshad Iqbal","ALL","ALL","ALL",9999,2,0,2,1,0,0,0,2,0
"Arshad Mazarzei","ALL","ALL","ALL",9999,1,1,11,1,0,0,9.1,11,9.1
"Arshdeep Singh","ALL","ALL","ALL",9999,3,2,6,1,0,0,33.3,6,33.3
"Arslan Ahmed","ALL","ALL","ALL",9999,3,60,63,3,8,0,95.2,21,50.9
"Arya Pastika","ALL","ALL","ALL",9999,3,23,45,2,1,0,51.1,22.5,43.2
"AS Joseph","ALL","ALL","ALL",9999,18,117,109,7,7,5,107.3,15.6,60.8
"AS Kyobe","ALL","ALL","ALL",9999,2,26,27,2,2,2,96.3,13.5,26.1
"AS Mehmi","ALL","ALL","ALL",9999,2,4,6,2,1,0,66.7,3,0
"AS Rajpoot","ALL","ALL","ALL",9999,6,25,36,5,2,1,69.4,7.2,33.3
"AS Wright","ALL","ALL","ALL",9999,3,46,45,3,3,3,102.2,15,41
"Asad Ali Rehemtulla","ALL","ALL","ALL",9999,3,5,11,2,0,0,45.5,5.5,45.5
"Asad Mahmood","ALL","ALL","ALL",9999,3,52,36,3,3,4,144.4,12,55.2
"Asad Mohammad","ALL","ALL","ALL",9999,5,50,30,4,2,5,166.7,7.5,52.2
"Asad Shafiq","ALL","ALL","ALL",9999,16,280,266,15,31,5,105.3,17.7,54.8
"Asghar Stanikzai","ALL","ALL","ALL",9999,47,951,792,43,64,50,120.1,18.4,58.3
"Ashar Zaidi","ALL","ALL","ALL",9999,30,607,415,25,39,34,146.3,16.6,72.2
"Ashfaq Ahmed","ALL","ALL","ALL",9999,16,285,231,15,31,14,123.4,15.4,41.4
"Ashiqullah Said","ALL","ALL","ALL",9999,6,39,31,4,3,1,125.8,7.8,77.8
"Ashish Rana","ALL","ALL","ALL",9999,2,5,8,1,0,0,62.5,8,62.5
"Ashraful Shuvo","ALL","ALL","ALL",9999,2,7,12,2,0,0,58.3,6,58.3
"Ashwin Vinod","ALL","ALL","ALL",9999,2,16,14,0,1,0,114.3,999,92.3
"Asif Ali","ALL","ALL","ALL",9999,90,1435,978,68,81,102,146.7,14.4,62.8
"Asif Bevinje","ALL","ALL","ALL",9999,4,58,52,3,5,2,111.5,17.3,57.8
"Aslam Doria","ALL","ALL","ALL",9999,3,24,36,2,2,0,66.7,18,47.1
"Aslam Mohammad","ALL","ALL","ALL",9999,3,117,70,3,7,11,167.1,23.3,44.2
"Asrar Ahmed","ALL","ALL","ALL",9999,3,62,67,1,8,1,92.5,67,41.4
"ASS Nijjar","ALL","ALL","ALL",9999,12,75,62,7,5,3,121,8.9,68.5
"Aswad Khan","ALL","ALL","ALL",9999,1,0,1,1,0,0,0,1,0
"AT Carey","ALL","ALL","ALL",9999,84,2117,1661,75,200,61,127.5,22.1,67.9
"AT Rayudu","ALL","ALL","ALL",9999,76,1965,1555,63,159,85,126.4,24.7,62.5
"AT Thomson","ALL","ALL","ALL",9999,10,89,63,6,7,4,141.3,10.5,71.2
"Atif Mehmood","ALL","ALL","ALL",9999,7,64,68,5,3,3,94.1,13.6,54.8
"AU Rashid","ALL","ALL","ALL",9999,28,115,107,13,9,2,107.5,8.2,69.8
"Aung Ko Ko","ALL","ALL","ALL",9999,3,0,10,2,0,0,0,5,0
"AV Lalcheta","ALL","ALL","ALL",9999,7,71,62,6,4,4,114.5,10.3,57.4
"Avesh Khan","ALL","ALL","ALL",9999,2,9,7,1,2,0,128.6,7,20
"Avi Dixit","ALL","ALL","ALL",9999,1,12,8,0,0,1,150,999,85.7
"AW Finch","ALL","ALL","ALL",9999,1,3,5,0,0,0,60,999,60
"AW Hawkins-Kay","ALL","ALL","ALL",9999,8,63,82,6,2,0,76.8,13.7,68.8
"Awais Ahmed","ALL","ALL","ALL",9999,9,151,146,8,14,4,103.4,18.2,55.5
"Awais Zia","ALL","ALL","ALL",9999,2,22,30,2,2,0,73.3,15,50
"AWR Barrow","ALL","ALL","ALL",9999,1,17,19,0,1,0,89.5,999,72.2
"AY Patel","ALL","ALL","ALL",9999,2,7,14,2,0,0,50,7,50
"Ayan Khan","ALL","ALL","ALL",9999,1,9,13,1,0,0,69.2,13,69.2
"Ayush Ummat","ALL","ALL","ALL",9999,1,0,5,1,0,0,0,5,0
"AZ Lees","ALL","ALL","ALL",9999,32,827,683,28,81,15,121.1,24.4,70.4
"Azam Khalil","ALL","ALL","ALL",9999,2,6,10,2,0,0,60,5,60
"Azam Khan","ALL","ALL","ALL",9999,30,510,402,28,45,24,126.9,14.4,55.9
"Azam Mohammad","ALL","ALL","ALL",9999,2,25,20,1,2,1,125,20,64.7
"Azan Baig","ALL","ALL","ALL",9999,2,9,16,2,0,0,56.2,8,56.2
"Azeem Rafiq","ALL","ALL","ALL",9999,9,22,30,3,1,0,73.3,10,62.1
"Azhar Ali","ALL","ALL","ALL",9999,7,183,172,7,22,3,106.4,24.6,52.4
"Azhar Andani","ALL","ALL","ALL",9999,2,181,96,2,18,5,188.5,48,108.2
"Azhar Mahmood","ALL","ALL","ALL",9999,5,59,40,2,6,2,147.5,20,71.9
"Azharullah","ALL","ALL","ALL",9999,2,8,12,0,1,0,66.7,999,36.4
"Aziz Mohammad","ALL","ALL","ALL",9999,2,24,29,2,3,0,82.8,14.5,46.2
"Azmat Ali","ALL","ALL","ALL",9999,1,15,18,1,0,1,83.3,18,52.9
"Azmatullah Nazeer","ALL","ALL","ALL",9999,3,24,20,2,0,2,120,10,66.7
"Azyan Farhath","ALL","ALL","ALL",9999,10,80,107,7,4,1,74.8,15.3,56.9
"B Adu","ALL","ALL","ALL",9999,1,11,5,0,1,0,220,999,175
"B Arora","ALL","ALL","ALL",9999,13,353,366,9,38,8,96.4,40.7,47.8
"B Bhandari","ALL","ALL","ALL",9999,22,333,263,14,28,14,126.6,18.8,62
"B Bugingo","ALL","ALL","ALL",9999,1,2,3,0,0,0,66.7,999,66.7
"B Doggett","ALL","ALL","ALL",9999,8,27,29,4,2,0,93.1,7.2,70.4
"B Ess","ALL","ALL","ALL",9999,1,1,3,1,0,0,33.3,3,33.3
"B Fernando","ALL","ALL","ALL",9999,1,20,14,1,1,1,142.9,14,83.3
"B George","ALL","ALL","ALL",9999,6,89,92,6,9,2,96.7,15.3,50.6
"B Hower","ALL","ALL","ALL",9999,2,0,4,1,0,0,0,4,0
"B Ivanov","ALL","ALL","ALL",9999,1,10,17,0,1,0,58.8,999,37.5
"B Khumalo","ALL","ALL","ALL",9999,1,1,3,1,0,0,33.3,3,33.3
"B Kumar","ALL","ALL","ALL",9999,34,146,158,17,11,1,92.4,9.3,65.8
"B Kynman","ALL","ALL","ALL",9999,1,8,8,1,0,0,100,8,100
"B Laughlin","ALL","ALL","ALL",9999,20,71,83,10,6,1,85.5,8.3,53.9
"B Masaba","ALL","ALL","ALL",9999,5,92,78,3,10,0,117.9,26,76.5
"B Mavuta","ALL","ALL","ALL",9999,5,51,32,2,3,3,159.4,16,80.8
"B Muzarabani","ALL","ALL","ALL",9999,12,26,44,7,4,0,59.1,6.3,25
"B Niaz","ALL","ALL","ALL",9999,2,21,57,1,0,0,36.8,57,36.8
"B Pondani","ALL","ALL","ALL",9999,1,0,3,0,0,0,0,999,0
"B Regmi","ALL","ALL","ALL",9999,2,2,4,1,0,0,50,4,50
"B Shikongo","ALL","ALL","ALL",9999,1,0,1,1,0,0,0,1,0
"B Songa","ALL","ALL","ALL",9999,5,63,72,5,4,3,87.5,14.4,44.6
"B Stanlake","ALL","ALL","ALL",9999,13,30,46,3,1,1,65.2,15.3,45.5
"B Ward","ALL","ALL","ALL",9999,19,388,347,13,26,16,111.8,26.7,61.6
"B White","ALL","ALL","ALL",9999,1,2,4,0,0,0,50,999,50
"B Zaigham","ALL","ALL","ALL",9999,2,8,11,2,0,0,72.7,5.5,72.7
"BA Carse","ALL","ALL","ALL",9999,24,369,251,16,23,12,147,15.7,94.9
"BA Godleman","ALL","ALL","ALL",9999,53,1234,1047,48,110,30,117.9,21.8,67.7
"BA Hutton","ALL","ALL","ALL",9999,7,49,46,3,2,2,106.5,15.3,69
"BA King","ALL","ALL","ALL",9999,61,1290,988,53,118,72,130.6,18.6,48.4
"BA Pai","ALL","ALL","ALL",9999,8,237,211,8,18,5,112.3,26.4,71.8
"BA Raine","ALL","ALL","ALL",9999,44,760,567,39,57,39,134,14.5,63.3
"BA Simango","ALL","ALL","ALL",9999,3,24,48,3,2,0,50,16,34.8
"BA Stokes","ALL","ALL","ALL",9999,77,1657,1226,68,146,64,135.2,18,67.8
"Babar Azam","ALL","ALL","ALL",9999,143,5450,4269,122,559,95,127.7,35,73.1
"Babar Hayat","ALL","ALL","ALL",9999,12,320,236,11,30,12,135.6,21.5,66
"BAC Howell","ALL","ALL","ALL",9999,50,946,703,42,74,33,134.6,16.7,75.8
"BAD Manenti","ALL","ALL","ALL",9999,3,24,31,2,0,1,77.4,15.5,60
"Bakhtiar Tahiri","ALL","ALL","ALL",9999,5,141,137,5,13,5,102.9,27.4,49.6
"Baljit Singh","ALL","ALL","ALL",9999,5,6,21,4,0,0,28.6,5.2,28.6
"Bashir Shah","ALL","ALL","ALL",9999,4,3,7,1,0,0,42.9,7,42.9
"Basil Hameed","ALL","ALL","ALL",9999,6,88,63,4,3,6,139.7,15.8,74.1
"Basil Thampi","ALL","ALL","ALL",9999,7,32,34,1,1,1,94.1,34,68.8
"Basiru Jaye","ALL","ALL","ALL",9999,2,11,12,2,2,0,91.7,6,30
"Baz Aybui","ALL","ALL","ALL",9999,1,5,8,0,0,0,62.5,999,62.5
"BB Chari","ALL","ALL","ALL",9999,3,21,31,3,4,0,67.7,10.3,18.5
"BB McCullum","ALL","ALL","ALL",9999,128,3202,2288,121,289,169,139.9,18.9,56.4
"BB Sran","ALL","ALL","ALL",9999,7,10,14,1,0,0,71.4,14,71.4
"BBA Geddes","ALL","ALL","ALL",9999,6,44,49,6,3,0,89.8,8.2,69.6
"BBJL Perera","ALL","ALL","ALL",9999,11,281,260,10,28,6,108.1,26,58.8
"BC Brown","ALL","ALL","ALL",9999,18,313,256,16,29,4,122.3,16,77.6
"BC Cullen","ALL","ALL","ALL",9999,6,43,38,3,4,0,113.2,12.7,79.4
"BC Fortuin","ALL","ALL","ALL",9999,5,40,32,4,6,0,125,8,61.5
"BCJ Cutting","ALL","ALL","ALL",9999,97,1645,1106,71,114,102,148.7,15.6,64.8
"BD Cotton","ALL","ALL","ALL",9999,4,37,32,1,2,1,115.6,32,79.3
"BD Glover","ALL","ALL","ALL",9999,10,12,25,3,1,0,48,8.3,33.3
"BD Guest","ALL","ALL","ALL",9999,14,173,129,6,8,4,134.1,21.5,100
"BDH Stevens","ALL","ALL","ALL",9999,13,291,268,13,27,5,108.6,20.6,64.8
"BE Hendricks","ALL","ALL","ALL",9999,3,3,8,2,0,0,37.5,4,37.5
"BF Mailata","ALL","ALL","ALL",9999,5,116,83,4,11,6,139.8,20.8,54.5
"BFW de Leede","ALL","ALL","ALL",9999,12,228,225,11,15,9,101.3,20.5,56.7
"BG Whitehead","ALL","ALL","ALL",9999,1,2,3,0,0,0,66.7,999,66.7
"BGF Green","ALL","ALL","ALL",9999,11,165,125,8,7,8,132,15.6,80.9
"Bilal Aftab","ALL","ALL","ALL",9999,2,2,3,1,0,0,66.7,3,66.7
"Bilal Hassun","ALL","ALL","ALL",9999,2,1,2,2,0,0,50,1,50
"Bilal Khan","ALL","ALL","ALL",9999,9,20,29,3,1,0,69,9.7,57.1
"Bilal Mansoor","ALL","ALL","ALL",9999,2,20,7,1,0,3,285.7,7,50
"Bilal Muhammad","ALL","ALL","ALL",9999,8,103,54,4,6,6,190.7,13.5,102.4
"Bilal Safdar","ALL","ALL","ALL",9999,4,45,37,3,5,0,121.6,12.3,78.1
"Bilal Tahir","ALL","ALL","ALL",9999,9,91,71,6,10,3,128.2,11.8,56.9
"Bilal Zalmai","ALL","ALL","ALL",9999,4,63,54,4,8,0,116.7,13.5,67.4
"Bilawal Bhatti","ALL","ALL","ALL",9999,4,18,17,2,1,1,105.9,8.5,53.3
"Bipul Sharma","ALL","ALL","ALL",9999,7,82,50,3,3,6,164,16.7,82.9
"Bismillah Khan","ALL","ALL","ALL",9999,3,55,35,3,10,1,157.1,11.7,37.5
"BJ Curran","ALL","ALL","ALL",9999,9,125,98,9,18,2,127.6,10.9,52.6
"BJ Davidson","ALL","ALL","ALL",9999,3,9,21,3,1,0,42.9,7,25
"BJ Dwarshuis","ALL","ALL","ALL",9999,37,324,273,20,20,11,118.7,13.7,73.6
"BJ Haddin","ALL","ALL","ALL",9999,27,526,387,23,46,21,135.9,16.8,67.5
"BJ Hodge","ALL","ALL","ALL",9999,28,623,476,18,41,29,130.9,26.4,70.2
